"","category","name","reviewer","review","date","ratings"
"17","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Lina C","Bellissimo! L'involucro è molto bello, soft touch, ed è anche abbastanza ""pesante"" : dà una sensazione di prodotto luxury, e ciò dà una certa soddisfazione. Presenta un ottimo profumo, non troppo forte. Il colore è stupendo: un rosso con una punta di fucsia; se siete per l'armocromia dovrebbe andare bene per le persone inverno.  Per essere matte, non è secchissimo, e questo mi piace molto. Veramente un gran bel prodotto e con un prezzo conveniente. Arriva sigillato con uno sticker in modo tale da assicurare che non sia stato aperto. Lo consiglio.","Reviewed in Italy on 18 July 2022","5.0 out of 5 stars"
"18","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","cla","Farbe wie angegeben","Reviewed in Germany on 7 October 2023","5.0 out of 5 stars"
"19","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Serkan Budak","Estoy disfrutando mucho estos labiales. Son muy cremosos y los siento muy cómodos en los labios. Sí transfieren pero no me molesta. No soy muy fan de los labiales indelebles así que prefiero estos. El empaque es hermoso y el hecho de que sean delgados hace que sean muy fáciles de aplicar. Yo lo llevo en la bolsa siempre para reaplicarlo después de comer. Tienen un perfume como floral que me agradó bastante. Los colores son hermosos y vienen súper pigmentados.","Reviewed in Mexico on 18 December 2023","5.0 out of 5 stars"
"20","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Meli","Il rossetto si presenta in un package davvero molto elegante per forma e per colori.Ho scelto il colore 603 ""Le Wood Nonchalant"" davvero un bel colore e l'effetto sulle labbra è strepitoso. Il rossetto nonostante sia un matte non risulta secco, anzi idrata molto le labbra e sembra quasi di mettere un burrocacao. Si riesce ad essere molto precisi nell'applicarlo.Ha una buona tenuta, è riuscito a resistere alla fastidiosa condensa sotto una ffp2 e ha resistito egregiamente per ore dopo aver sorriso, parlato e bevuto.La cosa che più mi ha sorpresa è l'effetto matte, è super opaco, ma anche idratante e morbido, caratteristiche che difficilmente si trovano contemporaneamente in un rossetto.Piacevole la leggera nota floreale, invece l'effetto volumizzante sinceramente io non l'ho sperimentato, probabilmente è legato al colore che ho scelto.Nel complesso è un ottimo prodotto, lo consiglio a tutte.","Reviewed in Italy on 26 May 2022","5.0 out of 5 stars"
"21","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Elise","Acheté 9.32 euros.La couleur est comme indiquée aucune surprise, ne donne pas l'impression d'avoir les lèvres toute sèches après application.Jolie teinte satisfaite du résultat : tout dans la discrétion.","Reviewed in France on 4 February 2024","4.4 out of 5 stars"
"22","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Nez","Der Lippenstift ist matt und dadurch lange haltbar und die Farbe ist einzigartig!","Reviewed in Germany on 17 July 2023","5.0 out of 5 stars"
"23","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Ana","Me encantaaaaaaa, el color es bellísimo y es espectacular. Buena compra, lo recomiendo","Reviewed in Spain on 11 October 2023","5.0 out of 5 stars"
"24","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Phoenix Wars","Lovely shade and so affordable!! Seller was great and prompt and well packaged.","Reviewed in the United Kingdom on 28 November 2023","5.0 out of 5 stars"
"25","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Jake Stern","Trotz, dass es eine sehr angenehme und deckende Farbe ist, verwischt der Lippenstift eher schnell.Dafür spürt man ihn überhaupt nicht auf den Lippen. Wirklich toll!","Reviewed in Germany on 7 January 2024","5.0 out of 5 stars"
"26","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Marianna","Premesso che io adoro il finish matte (stile retromatte di Mac e rossetti prima versione di Mulac), patendo anche la secchezza che si percepisce sulle labbra, con questo rossetto della L'oreal ho finito di soffrire: il colore è pieno dalla prima passata e non si sente sulle labbra. Risulta idratante e duraturo allo stesso tempo. Anche se ho il contorno labbra irregolarr riesco ametterlo al volo anche senza matita grazie alla forma in stilo del prodotto. Vogliamo poi parlare del packaging: davvero raffinato stile Anni 20 e con un soft touch davvero gradevole. Odore magnifico: non il solito odore di violetta o talco che odio!!","Reviewed in Italy on 27 June 2022","4.0 out of 5 stars"
"27","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","LEROY Élodie","Aucun effet repulpant. L'effet sur les lèvres est sympa mais pas dingue pour les retours qu'il peut avoir. Le raisin est fin. Il s'applique très facilement et tient assez bien de par sa texture matte mais confortable. Cependant je ne vais pas l'acheter à nouveau et en tester d'autre.","Reviewed in France on 30 July 2023","4.0 out of 5 stars"
"28","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Tanja","Sehr schöner Lippenstift, kam früher und gut verpackt an.","Reviewed in Germany on 13 June 2023","3.0 out of 5 stars"
"29","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Ariadna Salgueiro","Cuando hice el pedido, por la foto creía que era rojo, pero resultó ser un rosa. El color es bonito y el pintalabio es matte pero de fácil aplicación, luego después de aplicarlo se seca un poco y se fija mucho. No tiene la duración de un líquido matte, pero dura bien","Reviewed in Spain on 16 January 2024","5.0 out of 5 stars"
"30","Lipstick","L'Oreal Paris Color Riche Intense Volume Matte Lipstick 41 Coral Irreverent","Mara Gabriela","Es de una textura suave, tiene un olor como a rosas, no es indeleble y tampoco dura las 24 horas. Se corre con muuucha facilidad. El tono es precioso, mate y un poco hidratante.","Reviewed in Mexico on 27 January 2024","4.0 out of 5 stars"
