"","category","name","reviewer","review","date","ratings"
"11","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Emma Turner","Arrivato prima del previsto. Colore bellissimo, ho preso il 245, esattamente quello che volevo. Idratante con effetto shiny adatto. Consigliatissimo","Reviewed in Australia on 1 October 2023","4.3 out of 5 stars"
"12","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Katherine","Ottimo","Reviewed in Australia on 21 December 2022","5.0 out of 5 stars"
"13","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Client d'Amazon","Me ha encantado la textura de este labial, aparte de tener un bonito color  ( yo tengo el 642) es megahidratante. Estoy muy contenta porque llevo tiempo buscando un labial para pieles maduras y al fin he dado en el clavo !!!!!","Reviewed in Italy on 26 June 2022","2.0 out of 5 stars"
"14","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Hamza","Ha venido dañada o usada antes.","Reviewed in Italy on 27 December 2021","5.0 out of 5 stars"
"15","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Sandra","I recently tried this product and was quite impressed. The quality and colur shade were just like I was looking for. Fully satisfied.","Reviewed in Spain on 25 May 2022","5.0 out of 5 stars"
"16","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","E. S.","Har beställt fel färg så inte braMen har beställt nytt o det örjag nöjd med.","Reviewed in Spain on 25 October 2020","5.0 out of 5 stars"
"17","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","E. S.","Me ayuda a dar brillo y un tono nude a cualquier labial de color fuerte. Se siente muy bien en los labios, cremoso pero no pegajoso y dura bien considerando que es un brillo cremoso.","Reviewed in Canada on 2 October 2023","2.0 out of 5 stars"
"18","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Amna Liaqat","OnctueuxQualité/prixBonne tenue","Reviewed in Sweden on 5 March 2023","2.0 out of 5 stars"
"19","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Yvonne Svensson","Köpte två i samma kulör och numret baktill var lika så allt verkade ok men när jag tog av locket visade det sig att det skilde sig rejält i verkligheten det ena var samma kulör som jag haft tidigare men det andra var en helt annan. Jag skickade inte tillbaks det felaktiga utan provar om det passar mig ändå.","Reviewed in Mexico on 3 July 2022","5.0 out of 5 stars"
"20","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Ma Eugenia","Lo presso a mia mamma è lo adora ,e lucido e un colore bellissimo","Reviewed in Belgium on 24 February 2024","2.0 out of 5 stars"
"21","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Emma Turner","Conoscevo già questo rossetto che utilizzavo abitualmente ma non riuscivo più a trovarlo in profumeria. Il colore è bellissimo e luminoso e rende le labbra piene e morbide. Spedizione velocissima","Reviewed in Australia on 1 October 2023","4.3 out of 5 stars"
"22","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Katherine","Je suis blonde à la peau claire et cette couleur assez douce, entre le rouge et le rose, est parfaite pour les beaux jours. Je recommande.","Reviewed in Australia on 21 December 2022","5.0 out of 5 stars"
"23","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","maria grazia","Colore neutro, é molto che lo cercavo, peccato non sia più in produzione.","Reviewed in Italy on 14 August 2022","2.0 out of 5 stars"
"24","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Christine","Poco coprente e poco lucido.","Reviewed in France on 20 May 2023","5.0 out of 5 stars"
"25","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","raffaella","Me encanta la tonalidad, es un rojo muy vivo. La cremosidad hace que no se noten los labios cuarteados.Eso sí NO es un labial fijo, por lo que tienes que estar cada poco tiempo repasando. Peccata minuta en mi opinión para lo bonito que es.","Reviewed in Italy on 16 June 2023","5.0 out of 5 stars"
"26","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Simona","Rossetto cremoso, colore pieno, si stende bene, non irrita, profumazione neutra","Reviewed in Italy on 10 June 2021","5.0 out of 5 stars"
"27","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Andrea","Ottimo prodotto anche se ho sbagliato tonalità di colore.. lo tengo lo stesso perché è bellissimo","Reviewed in Spain on 9 August 2023","2.0 out of 5 stars"
"28","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Gioia","El color y la textura preciosos, pero la durabilidad no tanto como esperaba.","Reviewed in Italy on 5 June 2023","5.0 out of 5 stars"
"29","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","S","Airmee krävde signatur vid leverans, mailade både portkod och tillgängliga tider hemma - vilket man inte ska behöva, vilken leverantör som helst borde klara av detta, och nu hävdar de att jag vägrade leverans!","Reviewed in Italy on 3 January 2023","5.0 out of 5 stars"
"30","Lipstick","L'Oreal Paris Colour Riche Shine Addiction Lipstick Enriched with Vivid Pigments with a Hydrating Feel, 642 #MLBB","Cris","PREMESSAAmo molto i rossetti lucidi che, a differenza di quelli opachi tanto in voga in questo periodo, sono molto più morbidi e idratanti. Questo è il motivo per cui ha deciso di provare questo rossetto di L'Oréal e anche perché sono stata molto attratta dalla confezione molto curata, che ricorda rossetti di marchi molto più prestigiosi e costosiIL TESTSicuramente un punto a favore per questo rossetto è l'elegante confezione: plastica rigida e spessa con scanalature che rendono la superficie ""diamantata"" e una banda centrale dorata con sopra impresso il logo aziendale. Appena si stende sulle labbra, questo rossetto dona una forte sensazione di idratazione e anche il colore è molto bello, tenuo ma visibile, anche grazie all'effetto gloss.  Purtroppo però il colore non dura più di un paio d'ore e, se si osa bere anche solo un caffè, sparisce del tutto. Io ho risolto questo problema portando questo rossetto ovunque con me, tanto l'applicazione è talmente facile che può essere fatta ovunque e in qualsiasi momento e la sensazione di idratazione che dà è davvero irrinunciabile.CONCLUDENDOSe desiderate un rossetto che duri almeno per una mattinata intera questo prodotto no fa per voi, ma se le caratteristiche positive descritte prima (estrema morbidezza del prodotto e ottima idratazione delle labbra) sono cose che vi attraggono, vi consiglio di provare questo prodotto, anche perché il prezzo non è eccessivo (circa 8 euro al momento della recensione).Sperando di esservi stata d'aiuto per una scelta ponderata, vi auguro buon acquisto ;-)AI VOTI8/10","Reviewed in Spain on 27 April 2022","5.0 out of 5 stars"
