"","category","name","reviewer","review","date","ratings"
"11","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Mint","02のパピーラブで可愛らしく上品な色で気にいりました。","Reviewed in Japan on 13 September 2019","4.3 out of 5 stars"
"12","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Jiyoung Park","It feels great to put on. Colour is BEAUTIFUL. It's my favorite product from NYX ❤","Reviewed in Canada on 7 January 2022","5.0 out of 5 stars"
"13","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Abril Arteaga","Está hermoso el color, suave en los labios. Se siente cómodo, no me importa qué tanto dura, me encanta","Reviewed in Mexico on 16 October 2023","5.0 out of 5 stars"
"14","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Elegant Eboni","I think I just found my perfect nude lipstick. Cool Intention is very pretty and suitable for a natural autumn look.","Reviewed in Sweden on 3 September 2022","5.0 out of 5 stars"
"15","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","mococo","ベタつかなくサラサラでとてもよかったです。","Reviewed in Japan on 16 October 2020","5.0 out of 5 stars"
"16","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Dolphinbutt","Tolle Farbe. Fühlt sich gut auf den Lippen an.","Reviewed in Germany on 29 December 2023","5.0 out of 5 stars"
"17","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","iCelebPretty","Rich, elegant, smooth and sophisticated, this red gives “classic” and classy. It’s easy to apply, stays on my lips (not my teeth) and is long lasting. You’ll love it! 👄","Reviewed in the United States on 6 February 2024","5.0 out of 5 stars"
"18","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","iCelebPretty","It is soft, powdery and pillowy effect. LOVE IT!","Reviewed in Singapore on 1 November 2022","5.0 out of 5 stars"
"19","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Sarah A.","La esponja es muy comoda y de facil aplicacion","Reviewed in Spain on 24 July 2023","5.0 out of 5 stars"
"20","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Jose l.","Jag trivs bra med produkten","Reviewed in Sweden on 31 August 2023","5.0 out of 5 stars"
"21","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","はん","つけた感じはサラッとしています。色の発色は箱のままの色味で、発色もよいです。スポンジで、塗るリップも初でこのカラーは、落ち着いた大人な感じの色味です。","Reviewed in Japan on 10 December 2019","4.3 out of 5 stars"
"22","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","いいもの大好き","パウダー調のマッドタイプ・リップクリームです。唇が光らないので自然な表情の顔になります。","Reviewed in Japan on 25 May 2019","4.0 out of 5 stars"
"23","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","待谷珠美","簡単にサッと塗れて、マット感なのにパサつきも気にならずマスクにもつきにくいので気に入りました。他の色も購入したいと思います。","Reviewed in Japan on 6 June 2020","5.0 out of 5 stars"
"24","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Elham","i love it and its so velvety i recommend","Reviewed in the United Kingdom on 24 February 2024","4.0 out of 5 stars"
"25","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","K@te","Absolutely fantastic! My new favourite!! My lips always look pale but this lasts hours, looks more natural and makes my lips look fuller.","Reviewed in Canada on 15 December 2020","5.0 out of 5 stars"
"26","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Ludovica","Bellissimo rossetto, all'inizio non ero molto sicura anche perché non capivo come si mettesse alla fine però sono rimasta molto soddisfatta lo ammetto. Texture molto cremosa e duratura, colore molto bello come da foto, e in più ha un buonissimo profumo. Bello bello bello mi piace consigliato. Infatti penso che proverò anche gli altri colori disponibili.","Reviewed in Italy on 21 March 2021","5.0 out of 5 stars"
"27","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Patricia","Me encanta que sea como un mouse y el color es divino","Reviewed in Mexico on 17 November 2023","5.0 out of 5 stars"
"28","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Amazon カスタマー","色もマット感も持ちも良いです！つけやすいのも◯リップライナーがいらないほどの発色とのせやすさです。保湿に関しては元々敏感肌の唇なので、やはりつけた日の夜はしっかり保湿しないと荒れてしまいます。","Reviewed in Japan on 9 November 2019","5.0 out of 5 stars"
"29","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","Selena","Lovely color but if you have trypophobia like I do this product will be Squimish for you","Reviewed in the United States on 21 February 2024","5.0 out of 5 stars"
"30","Lipstick","NYX Professional Makeup Powder Puff Lippie - Squad Goals","E. DENIS","Nickel j’ai eu peur que ça soit trop foncé mais pas du toutJ’applique sur les lèvres en tapotant sans trop appuyer et j’estompe avec mon doigt ça tient super bien c’est parfaitSent super bonJ’ai des lèvres fines et je j’utilise juste pour colorer les lèvres naturellement et c’est parfait ça donne un effet repulpé et plus vif aux lèvresA combiner avec un gloss transparent par dessus et c’est parfaitLa teinte squad goals c’est la couleur la plus semblable aux lèvres naturelles donc foncez 🫶🏻🫶🏻","Reviewed in France on 26 December 2023","5.0 out of 5 stars"
